minute,mint,price_usd
2026-06-06 12:03:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.41421380778376e-7
2026-06-06 12:04:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,8.228262991612216e-7
2026-06-06 12:05:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,9.824898256748457e-7
2026-06-06 12:06:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.225906729992401e-7
2026-06-06 12:07:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.849769185045944e-7
2026-06-06 12:08:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,9.455896565089713e-7
2026-06-07 22:57:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.087641425175988e-7
2026-06-07 22:58:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.497831995923198e-7
2026-06-07 22:59:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.924357071564126e-7
2026-06-08 06:49:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,4.933059093628918e-7
2026-06-08 06:50:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.041055092267241e-7
2026-06-08 06:51:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.142305736331372e-7
2026-06-08 06:52:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.223863224257396e-7
2026-06-08 06:53:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.251215706499631e-7
2026-06-09 01:03:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,4.916732004890855e-7
2026-06-11 01:15:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.554794330946433e-7
2026-06-11 01:16:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,7.988054423860881e-7
2026-06-12 09:38:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.630401332905979e-7
2026-06-14 04:17:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.390660177510598e-7
2026-06-14 04:18:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.392335818863856e-7
2026-06-16 02:12:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.848454729136676e-7
2026-06-16 02:13:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.864203430692135e-7
2026-06-16 02:14:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.869180332448638e-7
2026-06-16 05:57:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.846273846389441e-7
2026-06-16 08:31:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.943634666970197e-7
2026-06-16 08:33:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.948676064328647e-7
2026-06-18 05:58:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,6.652072935091788e-7
